source,title,link,pub_date,full_content,author,pub_date_formatted,category
HKFP,HKFP Yum Cha: Hong Kong neon artist Chankalun on bending the rules,https://hongkongfp.com/2024/02/03/hkfp-yum-cha-hong-kong-neon-artist-chankalun-on-bending-the-rules/,"10:00, 3 February 2024","The image of Hong Kong&#8217;s neon-lit streetscapes is, like the signs that lent their glow to those cinematic scenes, largely a thing of the past. But although bureaucracy has <a href=""https://hongkongfp.com/2023/04/16/its-disappearing-very-fast-hong-kongs-fading-neon-heritage-shines-a-spotlight-on-the-craft/"">stripped many buildings of their illuminated adornments</a> and left just a handful of neon masters to ply the dying trade, there are others dedicated to keeping the craft alive. Artist Chankalun is one of them. With a background in museum and set design, Chankalun, who is also known as Karen Chan, told HKFP&#8217;s Yum Cha podcast that she had always had a penchant for the &#8220;theatrical.&#8221; It was from a typically out-of-the-box idea that her passion for neon emerged.",Site Kit -->,2024-02-03,
HKFP,HKFP Yum Cha: Carol Liang on fighting stigma surrounding mental health in Hong Kong,https://hongkongfp.com/2024/01/27/hkfp-yum-cha-carol-liang-on-fighting-stigma-surrounding-mental-health-in-hong-kong/,"10:00, 27 January 2024","Mental health in Hong Kong was forced front of mind last June after <a href=""https://hongkongfp.com/2023/06/02/two-shoppers-dead-in-brutal-stabbing-at-hong-kong-mall-suspect-arrested/"">two women were fatally stabbed in a shopping mall</a> in an apparently random attack. Reports that the suspect had been diagnosed with a serious mental health condition were quick to emerge, sparking discussions rife with often alarmist inaccuracies. Carol Liang, deputy CEO of mental health charity Mind HK, was among those trying to fight the false assumptions. &#8220;When that happened&#8230; I immediately had to write a <a href=""https://www.mind.org.hk/press-releases/stabbingincidentresponse/"">response</a>; &#8216;not everyone with a mental health condition will be violent.&#8217; That is the main message that I wanted to get across, that actually the majority of people with a mental health problem are not violent at all, they&#8217;re more likely to be the ones&#8230; on the other end of it,&#8221; Liang told HKFP&#8217;s podcast Yum Cha.",Site Kit -->,2024-01-27,
HKFP,HKFP Yum Cha: Astrid Andersson on Hong Kong&#8217;s critically endangered cockatoo population,https://hongkongfp.com/2024/01/20/hkfp-yum-cha-astrid-andersson-on-hong-kongs-critically-endangered-cockatoo-population/,"09:00, 20 January 2024","When Astrid Andersson tells people what she does for a living, she is often met with incredulity. &#8220;People don&#8217;t believe me when I say I&#8217;m a cockatoo researcher,&#8221; Andersson said on the latest episode of HKFP&#8217;s podcast Yum Cha. &#8220;But it&#8217;s true.&#8221; The postdoctoral researcher at the University of Hong Kong has dedicated her scientific career to investigating the white birds with a bright yellow crest and unforgettable squawk that can be seen &#8211; and heard &#8211; in many of the parks on Hong Kong Island as the sun rises and sets. Native to East Timor and a handful of Indonesian islands, with wild landscapes of rugged hills interrupted by thorny thickets of green, yellow-crested cockatoos do not really belong in Hong Kong.",Site Kit -->,2024-01-20,
HKFP,"HKFP Yum Cha: Photographer Xyza Cruz Bacani on domestic workers, Hong Kong and championing migrants",https://hongkongfp.com/2024/01/13/hkfp-yum-cha-photographer-xyza-cruz-bacani-on-domestic-workers-hong-kong-and-championing-migrants/,"10:00, 13 January 2024","Photographer and artist Xyza Cruz Bacani knows what it is like to grow up without a mother present; hers was overseas working in the home of a Hong Kong family to provide a better life for Bacani and her siblings, who remained in the Philippines. Years later, Bacani joined her mother to work in that same Hong Kong household as a migrant domestic worker, a move that proved fateful for the young Filipina, as she discussed in the latest episode of the HKFP Yum Cha podcast. Now based in New York City, Bacani spoke to HKFP during her first trip back to Hong Kong in years after being kept away by a whirlwind work schedule and, later, Covid-related travel restrictions. She was in the city to promote an exhibition of her work, which was organised by NGO Pathfinders Hong Kong to coincide with the release of a <a href=""https://www.pathfinders.org.hk/wp-content/uploads/2023/05/Children-at-the-Heart-of-Migration-May-2023.pdf"">report</a> on the impact of migration on children.",Site Kit -->,2024-01-13,
HKFP,HKFP Yum Cha: How Hong Kong Shifts shines a spotlight on &#8216;invisible&#8217; web of workers who keep the city going,https://hongkongfp.com/2024/01/06/hkfp-yum-cha-hong-kong-shifts-shines-spotlight-invisible-workers-who-keep-city-going/,"15:00, 6 January 2024","Behind Hong Kong&#8217;s clean streets and 24-hour convenience is a web of workers, many in low-paid positions, who toil tirelessly to keep the city going. Cynthia Cheng and Maxime Vanhollebeke have made it their mission to honour the people whose work too often goes unnoticed through social impact storytelling platform Hong Kong Shifts, which they discussed on the most recent episode of HKFP&#8217;s Yum Cha podcast. The project involves speaking to shift workers across the city and telling their stories on Hong Kong Shifts&#8217; social media <a href=""https://www.instagram.com/hongkongshifts/"">accounts</a> through photography and bilingual write-ups in English and Chinese. &#8220;Storytelling is really at the core of everything we do at Hong Kong Shifts,&#8221; Cheng said.",Site Kit -->,2024-01-06,
HKFP,Press Freedom Timeline,https://hongkongfp.com/2023/09/21/explainer-the-decline-of-hong-kongs-press-freedom-under-the-national-security-law/,"17:01, 21 September 2023","<em>As Chief Executive John Lee assures Hongkongers that press freedom is &#8220;in our pocket,&#8221; HKFP rounds up media industry incidents since the onset of the national security law.</em>",Site Kit -->,2023-09-21,
HKFP,HKFP Guide: Hong Kong&#8217;s new gov&#8217;t-run online booking system for Twisk Campsite,https://hongkongfp.com/2022/11/16/hkfp-guide-hong-kongs-new-govt-run-online-booking-system-for-twisk-campsite/,"08:00, 16 November 2022","<em>All 41 designated campsites in Hong Kong under the Agriculture, Fisheries and Conservation Department (AFCD) will finally reopen after being closed for more than two years owing to the Covid-19 pandemic. </em> <em>As members of the public are <a href=""https://hongkongfp.com/2022/11/10/covid-19-hong-kong-campsites-to-reopen-after-more-than-two-years-as-govt-eases-curbs/"">allowed to set up tents again at specific sites in the city&#8217;s country park areas starting on Thursday</a>, the government also launched an online booking system pilot scheme for the Twisk Campsite in Tai Lam Country Park to allow advance reservation of camping spots. </em>",Site Kit -->,2022-11-16,
HKFP,History Museum Archive,https://hongkongfp.com/2020/10/22/editorial-hkfp-launches-permanent-digital-archive-of-the-history-museums-hong-kong-story/,"14:20, 22 October 2020","<em>On October 18, 2020,&nbsp;<a href=""https://hongkongfp.com/2020/10/20/hkfp-lens-hundreds-swarm-history-museum-to-capture-hong-kong-story-before-controversial-revamp/"">hundreds of Hongkongers</a>&nbsp;queued for hours&nbsp;<a href=""https://hongkongfp.com/2020/10/19/in-pictures-visitors-flock-to-history-museum-amid-fears-hong-kong-story-exhibit-may-be-censored-in-revamp/"">to pay a visit to the city’s History Museum</a>. It was its last day before the permanent exhibition “Hong Kong Story” closed for an extensive two-year revamp. There were fears that the new displays may censor or exclude politically sensitive events such as the city’s colonial history and its relationship with China.</em> <em><strong><a href=""https://hongkongfp.com/2020/10/19/in-pictures-visitors-flock-to-history-museum-amid-fears-hong-kong-story-exhibit-may-be-censored-in-revamp/"">Click here for the full story.</a></strong></em> <em>Ahead of the closure, HKFP paid a visit in order to capture a visual archive of the exhibit. The 220 images are roughly laid out in the order they would have been encountered by a visitor –&nbsp;<a href=""https://hongkongfp.com/hkfp-visual-archive-the-history-museums-hong-kong-story/""><strong>click an image in the archive to enlarge</strong>.</a></em> <em>The effort is part of <a href=""https://hongkongfp.com/2020/08/12/editorial-hkfp-launches-hong-kong-2019-2020-protest-archive-in-link-up-with-hku-journalism-school/""><strong>HKFP&#8217;s protest archive</strong></a>, which gives a permanent home to explainers, photography, statistics, data and art work related to the city&#8217;s protest movement.</em>",Site Kit -->,2020-10-22,
HKFP,Covid Children&#8217;s Book,https://hongkongfp.com/2020/10/03/bobby-baboon-hkfp-launches-free-covid-19-childrens-story-book-in-english-and-chinese/,"13:20, 3 October 2020","<em>2020 has been a traumatic and confusing year for the best of us, but the lasting impact of <a href=""https://hongkongfp.com/covid-19/"">the Covid-19 pandemic</a> on children is easily overlooked. As part of our public service mission, HKFP commissioned a bilingual, copyright-friendly children&#8217;s book to help youngsters in Hong Kong &#8211; and beyond &#8211; understand what is happening.</em> <em><strong>Bobby Baboon and the Invisible Buggies</strong> was illustrated by <a rel=""noreferrer noopener"" href=""https://kittynwong.com/projects"" target=""_blank"">Kitty N. Wong</a>, written by Kitty and Daniel Levia, and includes a foreword by <a rel=""noreferrer noopener"" href=""http://www.fullcupplaytherapy.com/"" target=""_blank"">Full Cup Therapy&#8217;s</a> Rachel Winston.</em> When going through difficult times, parents often wonder and worry, “What will be the impact of this on my child? How can I stop them from being traumatised?” Kitty N. Wong sought to produce a simple child friendly book to help reduce the traumatic impact of the recent pandemic upon children. Together with the experienced teacher and author Daniel Levia, we set out to make this happen. While the personal impact of the Covid-19 pandemic will vary, there is a common thread we are all experiencing; uncertainty. When we feel uncertain for prolonged periods of time it can set off feelings of fear and helplessness. It is hard for us to stay grounded but if we are lucky we may have learnt our own strategies for coping from the past that we can now draw upon. With limited life experience, and brains that are still developing, children depend upon us (their network of safe people) to lean upon. You are your child’s most important resource! Two very useful strategies for building your child’s resilience are storytelling and fostering personal connection. Stories help children to make sense of their experiences and help them to recognise their own feelings, as well as the feelings of others. Feeling connected to our significant others is so important for regulating big emotions and having space to problem solve challenges in our daily lives. Snuggling up with your child to read this book ticks both of these resilience building boxes! “Bobby Baboon and the Invisible Buggies” is a heartfelt, hopeful and empowering story set in Asia. Bobby’s story aims to help your child make sense of the pandemic and of the many feelings that may have come up as a result. Bobby goes on an educational journey with Owl, releases his feelings and comes into a more empowered position. With the use of the reminder phrase PASS (Paws, Arms, Snouts &amp; Spirits) helping your child to feel more empowered too. Lastly, Owl holds a hopeful picture of the future while acknowledging the current challenges and difficult emotions. May we all try to embody this wise owl and hold the space for our children’s emotions (however imperfectly). Of course this is not always possible and we too as adults need to seek out our own support systems at those times. Bobby’s story is an inspirational tale of how he was able to turn around his feelings of despair into hope. Through connection and with support he innovates new ways to play with and feel closer to his friends. We hope that this book provides an opportunity for emotional connection for your child, as well as acting as a springboard for you as parents to have meaningful and productive conversations about this health crisis. <strong>Rachel Winston</strong><br><em>Registered Play &amp; Creative Arts Therapist in Hong Kong<br></em><a href=""http://www.fullcupplaytherapy.com/"">fullcupplaytherapy.com</a>",Baboon: HKFP launches free Covid-19 children&#039;s story book in English and Chinese | Hong Kong Free Press HKFP,2020-10-03,
HKFP,2019 HKU Protest Archive,https://hongkongfp.com/2020/06/12/editorial-hkfp-launches-hong-kong-2019-2020-protest-archive-in-link-up-with-hku-journalism-school/,"23:55, 12 June 2020","<em>The archive tracks statistics, arrests, artwork and terminology related to the 2019-2020 <a href=""https://hongkongfp.com/anti-extradition-movement/"">anti-extradition law</a> demonstrations. </em> <strong>Included in the project:</strong> <strong>This is in addition to HKFP&#8217;s archives, including:</strong> <a href=""https://hongkongfp.com/anti-extradition-movement/"">Protests erupted in June 2019</a> over a since-axed <a href=""https://hongkongfp.com/hong-kongs-2019-protest-movement-explained/"">extradition bill</a>. They <a href=""https://hongkongfp.com/2020/06/25/explainer-from-five-demands-to-black-cops-to-independence-the-evolution-of-hong-kongs-protest-slogans/"">escalated</a> into sometimes violent displays of dissent against police behaviour, amid <a href=""https://hongkongfp.com/2019/12/26/explainer-hong-kongs-five-demands-universal-suffrage/"">calls for democracy</a> and anger over Beijing&#8217;s encroachment. <a href=""https://hongkongfp.com/tag/five-demands-explainer/"">Demonstrators demanded</a> an <a href=""https://hongkongfp.com/2019/12/24/explainer-hong-kongs-five-demands-independent-investigation-police-behaviour/"">independent probe</a> into police conduct, <a href=""https://hongkongfp.com/2019/12/25/explainer-hong-kongs-five-demands-amnesty-arrested-protesters/"">amnesty for those arrested</a> and a <a href=""https://hongkongfp.com/2019/12/28/explainer-hong-kongs-five-demands-halt-characterisation-protests-riots/"">halt to the characterisation</a> of protests as &#8220;riots.&#8221;&nbsp; <strong><a href=""https://support.hongkongfp.com/"">Support HKFP</a></strong> | <a href=""https://www.hongkongfp.com/hkfp-code-ethics/"">Code of Ethics</a> | <a href=""https://www.hongkongfp.com/hkfp-corrections-policy/"">Error/typo?</a> | <a href=""https://www.hongkongfp.com/contact-us/"">Contact Us</a> | <a href=""https://www.hongkongfp.com/newsletter/"">Newsletter</a> | <a href=""https://hongkongfp.com/annual-report/"">Annual &amp; Transparency Report</a>",Site Kit -->,2020-06-12,
HKFP,Documentary,https://hongkongfp.com/2019/11/12/editorial-hong-kong-free-press-press-freedom-fight-featured-30-min-al-jazeera-documentary/,"07:50, 12 November 2019",<em>Al-Jazeera spent over two weeks with Hong Kong Free Press during our coverage of the Tiananmen Massacre anniversary in June – just as the anti-extradition law protests were about to explode.</em>,"San San Young, is live-streaming now and will be broadcast on Al-Jazeera at&nbsp;5.30pm on [&hellip;]"" />",2019-11-12,
